id,y01,y02,y03,y04,y05,y06,y07,y08,y09,y10
3015,452,447,452,453,451,452,451,448,448,449
3016,452,447,452,453,451,453,451,448,448,449
3017,451,447,452,453,452,452,451,448,448,449
3018,451,447,452,453,451,452,451,448,448,449
3019,451,447,452,453,452,452,451,448,448,449
3020,451,447,452,453,452,451,451,448,449,449
3021,451,448,451,452,452,450,451,448,448,449
3022,451,448,452,452,452,449,451,448,448,449
3023,451,448,451,453,452,448,451,448,448,449
3024,451,448,451,452,452,448,451,448,448,449
3025,451,448,451,453,452,447,451,449,449,450
3026,451,448,451,452,452,446,451,448,449,450
3027,451,447,452,452,452,446,451,449,448,450
3028,451,448,452,452,452,446,451,449,448,450
3029,450,448,451,452,452,445,451,449,448,450
3030,450,448,451,452,452,445,451,449,448,450
3031,451,448,452,452,452,445,450,449,449,450
3032,450,448,452,452,452,445,450,449,449,450
3033,450,448,452,452,452,445,449,449,450,450
3034,450,449,451,452,452,445,449,450,450,450
3035,450,448,452,452,452,445,449,450,451,450
3036,450,449,452,452,452,445,448,449,451,450
3037,450,449,452,452,452,445,448,449,452,450
3038,450,449,452,453,451,445,448,449,452,450
3039,450,449,451,452,451,445,448,449,452,450
3040,451,449,452,453,451,445,448,449,453,450
3041,451,449,452,453,451,446,447,449,453,450
3042,451,449,452,453,451,445,447,448,453,450
3043,451,449,452,453,450,446,447,449,453,450
3044,452,449,452,453,451,446,447,449,453,450
3045,452,449,451,453,451,445,448,448,453,450
3046,452,449,452,452,451,446,448,448,453,450
3047,452,449,452,453,451,446,447,448,453,450
3048,452,449,451,452,451,445,447,448,453,450
3049,452,449,452,453,451,446,447,448,452,450
3050,452,449,451,453,451,445,447,448,452,450
3051,452,448,451,453,451,446,447,448,450,450
3052,452,448,452,453,451,446,447,448,449,450
3053,451,449,452,453,451,446,447,448,448,450
3054,451,449,452,453,451,446,447,448,447,450
3055,451,448,452,453,451,445,447,448,447,451
3056,451,448,452,454,451,446,447,448,446,451
3057,452,448,452,454,451,446,447,448,446,451
3058,452,448,452,454,450,446,446,449,445,451
3059,452,448,452,454,450,446,446,448,444,451
3060,451,448,452,454,451,446,446,448,445,451
3061,451,447,453,454,451,446,446,449,444,451
3062,451,447,453,455,451,446,447,448,444,451
3063,451,447,453,455,450,446,447,448,444,451
3064,451,448,453,455,451,446,447,448,444,451
3065,451,448,453,455,451,446,447,448,444,451
3066,451,448,454,455,451,446,447,448,444,451
3067,451,448,453,455,451,446,447,448,444,451
3068,451,448,453,455,451,446,447,448,444,451
3069,451,448,453,455,452,446,447,449,444,451
3070,451,447,453,455,452,446,447,448,445,451
3071,452,448,453,455,452,446,448,449,444,450
3072,451,448,453,455,452,446,447,449,444,450
3073,452,448,453,455,452,446,447,449,445,451
3074,451,448,453,455,452,446,447,449,444,450
3075,451,448,453,455,452,446,447,450,444,451
3076,452,448,453,455,453,446,447,449,444,450
3077,452,448,453,455,452,446,448,450,444,451
3078,452,448,453,455,453,446,448,450,444,451
3079,451,448,453,455,453,447,447,450,445,451
3080,452,448,453,455,453,447,447,450,444,451
3081,452,448,453,455,452,447,447,450,445,451
3082,452,448,453,455,453,447,447,450,445,451
3083,452,448,453,455,453,448,448,450,445,451
3084,452,448,453,455,453,448,447,450,445,451
3085,452,448,453,455,453,448,447,449,445,451
3086,452,448,453,455,453,448,447,450,445,451
3087,452,448,453,455,453,448,447,450,445,450
3088,452,449,453,455,453,447,448,449,446,450
3089,452,448,453,455,453,448,447,449,446,450
3090,452,449,453,455,453,448,447,449,446,450
3091,452,449,453,455,454,448,447,449,446,450
3092,451,449,453,456,453,448,448,450,446,450
3093,452,449,453,456,453,448,448,450,446,450
3094,452,449,453,455,453,448,448,450,446,450
3095,452,449,453,456,453,448,448,450,445,450
3096,452,449,453,455,453,448,447,450,446,450
3097,451,449,453,456,453,448,448,451,446,450
3098,452,449,453,455,453,448,447,451,446,450
3099,452,449,453,456,453,448,448,451,446,450
3100,452,449,453,455,453,448,448,451,446,450
3101,452,449,453,455,453,448,448,451,446,451
3102,452,449,453,455,453,449,449,451,446,451
3103,452,449,453,455,453,448,449,450,446,451
3104,452,449,453,455,454,448,450,450,445,451
3105,451,449,453,455,453,448,450,450,445,451
3106,452,449,453,455,453,448,451,450,445,452
3107,452,449,453,455,453,448,451,450,445,451
3108,452,449,453,454,453,448,451,450,446,452
3109,452,449,452,454,454,448,452,450,445,452
3110,452,449,452,454,453,448,451,450,445,452
3111,452,449,452,454,453,448,452,450,445,452
3112,452,450,452,454,453,448,452,450,445,452
3113,452,450,452,453,453,448,451,450,446,452
3114,452,449,452,453,454,448,451,449,446,452
3115,452,449,451,453,454,448,451,449,446,452
3116,452,449,451,453,454,448,452,450,446,452
3117,451,450,451,453,454,448,452,450,446,451
3118,452,450,451,453,454,448,451,449,447,451
3119,452,450,451,453,453,448,450,450,446,451
3120,452,449,451,453,454,448,449,450,447,451
3121,452,449,450,452,454,448,448,450,446,452
3122,452,449,451,452,453,448,447,450,447,451
3123,452,449,450,452,454,448,446,450,447,451
3124,452,450,451,452,453,448,446,450,447,451
3125,452,449,451,452,454,447,445,450,447,451
3126,452,450,450,451,454,448,445,450,447,451
3127,452,450,450,451,454,448,444,450,447,451
3128,452,450,450,451,454,447,444,450,447,451
3129,452,450,450,451,453,448,444,450,447,451
3130,452,450,450,451,453,447,443,450,447,451
3131,452,450,450,451,453,447,443,450,448,451
3132,452,450,450,451,453,448,443,450,448,451
3133,452,449,449,451,454,447,443,450,448,451
3134,452,450,449,451,453,447,443,450,448,451
3135,452,450,449,451,453,447,443,450,447,451
3136,452,450,449,451,453,447,444,450,448,451
3137,452,450,450,451,453,448,444,450,448,451
3138,452,450,450,451,454,448,444,450,448,451
3139,452,450,450,451,454,448,443,450,448,451
3140,452,450,450,452,453,447,444,450,448,451
3141,452,450,450,452,453,447,444,450,448,451
3142,451,450,450,452,453,447,444,450,448,451
3143,452,450,450,452,453,448,443,450,448,451
3144,452,450,450,452,454,448,444,450,448,451
3145,451,450,450,452,454,448,444,450,448,451
3146,451,450,450,452,453,448,444,450,448,451
3147,451,450,450,452,454,448,444,450,448,451
3148,451,450,450,452,453,447,444,449,448,451
3149,451,450,451,452,453,447,444,450,448,451
3150,451,450,451,452,453,448,444,450,448,451
3151,451,450,451,452,454,448,444,449,448,451
3152,451,450,451,453,453,448,443,450,448,451
3153,451,450,451,453,453,448,443,450,448,451
3154,451,450,451,453,453,448,444,450,448,451
3155,451,450,452,453,453,448,444,450,448,451
3156,452,450,452,453,453,448,444,450,448,451
3157,451,450,452,453,453,449,444,450,448,451
3158,451,450,452,453,453,448,444,451,448,451
3159,451,450,452,453,453,447,444,450,448,451
3160,451,450,452,453,453,447,445,450,447,451
3161,451,450,452,453,453,448,444,450,448,451
3162,451,450,452,452,453,448,444,450,448,451
3163,451,449,452,453,453,448,444,451,448,451
3164,451,449,452,452,453,448,444,451,448,451
3165,451,449,452,453,453,448,445,451,447,451
3166,451,449,452,453,454,449,444,451,448,451
3167,451,449,452,452,454,449,445,451,448,451
3168,451,449,452,452,454,449,444,451,448,451
3169,451,449,452,452,454,449,444,451,448,451
3170,451,449,452,453,454,449,445,451,448,451
3171,451,449,452,453,454,449,445,452,448,451
3172,451,449,452,452,454,450,444,452,448,451
3173,451,449,452,452,454,449,445,451,448,451
3174,451,449,452,452,454,450,445,451,448,451
3175,451,449,452,452,454,450,445,451,448,451
3176,451,449,452,452,454,450,445,451,448,451
3177,451,449,452,452,454,449,445,452,448,451
3178,451,449,452,451,454,449,445,452,448,451
3179,451,449,452,451,454,449,445,451,448,451
3180,451,449,451,452,454,449,445,451,448,451
3181,451,449,451,452,454,450,446,451,448,451
3182,451,449,451,452,453,449,446,452,448,451
3183,451,450,451,452,453,449,446,452,448,451
3184,451,450,452,451,453,449,446,452,448,451
3185,451,450,451,451,453,449,446,451,448,451
3186,451,450,452,452,453,449,446,451,448,451
3187,451,451,451,452,453,450,446,451,447,451
3188,451,451,451,452,453,450,447,451,447,451
3189,451,451,451,452,453,449,447,451,448,451
3190,451,451,451,452,454,449,447,451,448,451
3191,451,451,451,452,454,449,447,451,448,451
3192,452,451,451,451,454,449,447,451,448,451
3193,451,451,451,451,454,449,447,451,448,451
3194,452,451,451,451,453,449,448,451,448,451
3195,451,451,451,452,454,449,447,451,449,451
3196,452,451,451,451,453,449,447,451,448,451
3197,452,451,451,451,454,449,447,451,449,451
3198,452,451,451,451,453,449,447,451,448,451
3199,452,450,451,451,453,449,447,451,449,451
3200,452,451,451,452,453,449,447,451,449,451
3201,452,450,451,451,453,449,448,451,449,451
3202,452,450,451,451,453,449,447,451,449,451
3203,452,451,451,451,454,449,447,451,449,451
3204,452,450,450,451,453,449,448,451,449,451
3205,452,450,450,451,454,449,447,450,450,450
3206,452,450,450,451,453,449,448,451,449,451
3207,452,450,451,451,453,449,448,451,450,451
3208,452,450,451,451,453,449,448,451,450,451
3209,452,450,450,451,453,449,447,451,450,451
3210,452,450,450,451,454,449,448,451,450,451
3211,452,450,450,451,453,448,448,451,449,451
3212,452,450,450,451,453,449,448,451,449,451
3213,452,450,450,452,453,449,448,451,449,451
3214,452,450,450,451,453,449,447,451,449,451
3215,452,451,450,451,453,449,447,451,449,451
3216,453,450,450,451,453,448,447,451,449,451
3217,452,451,450,451,453,449,447,451,450,451
3218,452,451,450,451,453,449,448,451,450,451
3219,452,451,450,451,453,449,447,451,450,451
3220,452,451,450,451,453,449,447,451,450,451
3221,452,451,450,451,453,449,447,451,450,451
3222,452,451,450,451,453,449,447,451,450,451
3223,452,451,450,451,453,449,447,451,450,451
3224,452,451,450,451,453,449,447,451,450,451
3225,452,451,450,451,453,449,447,451,450,451
3226,452,451,450,451,453,448,447,451,450,451
3227,453,451,450,451,453,448,447,451,450,451
3228,453,452,450,451,453,448,447,451,450,451
3229,453,452,450,451,453,448,447,451,450,451
3230,452,451,450,451,453,448,447,451,450,451
3231,452,451,450,450,453,448,447,452,450,451
3232,452,451,450,451,453,448,447,451,450,451
3233,453,451,450,451,453,448,447,451,450,451
3234,453,451,450,451,453,448,447,451,450,451
3235,452,451,450,450,452,448,447,451,450,451
3236,453,451,450,450,452,448,447,451,450,451
3237,452,451,450,450,452,448,447,451,450,451
3238,453,451,450,450,453,448,448,451,450,451
3239,453,451,450,450,453,448,447,451,450,451
3240,453,451,450,450,452,448,447,450,450,451
3241,453,451,450,450,452,448,448,451,450,451
3242,452,451,449,450,452,449,448,451,450,451
3243,452,451,450,450,453,449,447,451,450,451
3244,452,451,450,450,452,449,448,450,450,451
3245,452,451,449,450,452,450,448,451,450,451
3246,452,451,449,450,452,449,448,450,450,451
3247,452,451,449,450,452,450,448,451,450,451
3248,452,451,449,450,452,450,448,451,450,451
3249,452,451,449,450,452,450,448,451,450,451
3250,451,451,449,450,453,450,447,451,450,452
3251,451,451,449,450,452,450,447,451,450,452
3252,451,451,449,450,452,450,447,451,450,452
3253,451,451,449,450,452,450,447,451,449,452
3254,451,451,449,450,452,450,448,451,449,452
3255,451,451,449,450,452,450,448,451,449,452
3256,451,451,450,449,452,449,448,451,450,452
3257,451,451,449,449,452,450,448,450,450,452
3258,451,451,449,449,452,450,448,450,449,452
3259,451,451,449,448,452,449,448,450,449,452
3260,451,451,448,447,452,450,448,450,449,452
3261,451,451,448,447,452,450,448,450,449,453
3262,451,451,448,447,452,450,447,450,449,453
3263,451,451,447,447,452,449,448,450,449,453
3264,451,451,447,447,451,449,448,450,449,453
3265,451,451,447,446,452,450,448,450,449,453
3266,451,450,447,447,452,450,448,450,449,453
3267,451,451,447,446,452,450,448,450,449,453
3268,450,450,447,447,452,449,448,450,449,453
3269,450,451,447,446,451,450,448,450,450,453
3270,450,450,446,446,451,450,448,450,450,453
3271,450,450,446,446,451,449,449,450,450,452
3272,451,450,446,446,451,449,448,451,450,453
3273,450,451,446,446,451,449,448,450,450,452
3274,450,450,446,447,451,449,448,450,451,452
3275,450,450,446,447,451,449,448,451,451,452
3276,450,451,446,446,451,449,448,451,451,452
3277,450,450,446,447,451,449,448,451,450,452
3278,450,451,446,447,451,449,448,451,451,451
3279,450,451,446,447,451,449,448,451,451,452
3280,450,450,446,448,452,450,447,451,451,452
3281,450,451,446,447,451,450,448,451,451,451
3282,450,451,446,447,451,450,448,450,451,452
3283,450,450,446,447,451,449,448,450,451,452
3284,451,450,446,447,451,449,447,451,451,452
3285,451,450,446,448,451,450,448,450,451,452
3286,451,450,445,448,451,449,448,450,451,452
3287,451,450,446,447,451,450,447,450,451,452
3288,451,450,446,447,451,449,447,450,451,452
3289,452,450,446,447,451,450,448,450,450,452
3290,452,450,446,448,451,450,448,450,450,452
3291,452,450,446,448,451,450,448,450,450,452
3292,452,450,446,448,451,449,447,450,450,452
3293,452,450,446,447,451,449,447,450,451,452
3294,452,451,446,447,451,449,448,450,450,452
3295,452,450,446,447,451,450,448,450,450,452
3296,452,450,447,447,451,450,447,450,451,452
3297,452,450,446,448,451,450,448,450,451,452
3298,452,450,446,448,451,450,447,450,451,452
3299,452,450,447,448,451,450,447,450,451,451
3300,452,450,446,447,451,450,448,450,451,451
3301,452,450,446,447,451,450,448,450,451,452
3302,452,450,446,447,451,450,448,450,451,452
3303,452,450,447,447,451,450,448,450,450,452
3304,451,450,446,448,451,449,448,450,451,451
3305,452,450,446,448,451,450,448,450,450,451
3306,452,450,446,448,451,450,448,450,451,451
3307,452,450,446,448,451,450,448,450,450,451
3308,451,450,447,448,451,450,448,450,450,451
3309,451,450,447,448,451,450,448,450,450,451
3310,452,450,446,447,451,450,448,450,451,450
3311,452,450,446,448,451,450,448,450,451,450
3312,452,450,447,447,451,450,449,450,450,450
3313,451,450,447,447,451,450,448,450,451,450
3314,452,450,447,447,451,450,448,451,451,450
3315,452,450,447,448,451,450,448,450,451,450
3316,451,450,446,448,451,450,448,451,451,450
3317,451,450,447,449,451,450,448,451,451,450
3318,452,450,447,449,451,450,448,451,451,451
3319,452,450,447,449,452,449,448,451,451,450
3320,452,450,447,450,452,450,448,451,451,451
3321,452,450,447,450,452,450,448,451,451,451
3322,452,450,447,451,452,450,448,452,451,451
3323,452,450,448,451,452,450,448,452,451,451
3324,452,450,448,451,452,450,448,452,451,450
3325,452,451,448,451,452,450,447,452,451,451
3326,452,450,449,451,452,450,447,452,451,451
3327,452,450,449,451,452,450,447,452,451,451
3328,452,450,450,452,452,450,448,452,451,451
3329,452,451,450,452,453,450,448,452,451,450
3330,452,451,450,451,453,450,448,452,451,451
3331,452,451,451,451,453,450,448,452,451,451
3332,452,451,451,451,453,450,448,451,451,451
3333,451,451,451,451,453,450,447,451,451,451
3334,452,451,451,451,452,450,448,451,451,451
3335,452,451,451,451,453,450,448,451,451,451
3336,452,451,451,449,452,450,448,451,451,451
3337,452,452,451,448,452,450,448,452,451,451
3338,452,451,451,448,452,450,448,451,451,451
3339,451,452,451,447,452,450,448,451,451,451
3340,451,452,451,446,452,450,448,451,451,451
3341,451,452,450,446,452,450,448,451,451,451
3342,451,452,451,445,452,450,448,451,451,451
3343,451,452,450,445,452,450,449,452,451,451
3344,452,452,450,444,452,450,449,451,450,451
3345,452,452,449,444,452,450,449,451,450,451
3346,452,452,448,444,452,450,449,451,450,451
3347,452,452,447,444,452,450,449,451,451,451
3348,452,452,446,444,452,450,450,451,451,451
3349,452,452,446,444,453,449,449,451,451,451
3350,452,452,445,443,452,449,449,451,451,451
3351,452,452,445,443,453,450,449,451,451,451
3352,452,452,445,444,453,450,449,451,451,451
3353,452,452,444,444,453,449,450,451,451,451
3354,452,453,444,444,453,449,449,451,451,451
3355,452,452,444,444,453,449,450,451,451,451
3356,452,452,444,444,453,450,449,451,451,451
3357,452,452,444,444,453,449,449,451,451,451
3358,452,452,444,444,453,450,449,451,451,451
3359,452,452,444,444,453,450,449,451,451,451
3360,452,452,444,443,453,450,449,451,451,451
3361,452,452,444,443,453,450,449,451,451,451
3362,452,452,444,443,453,450,449,451,451,451
3363,452,452,443,443,453,450,449,451,451,451
3364,452,452,444,443,453,451,449,451,451,451
3365,452,452,444,443,453,451,449,451,450,451
3366,452,452,444,444,453,451,449,451,451,451
3367,452,452,444,443,453,451,449,451,450,451
3368,452,451,444,444,453,451,449,451,450,451
3369,452,451,444,443,453,451,449,451,450,451
3370,452,452,443,444,453,451,449,450,450,451
3371,452,451,443,444,452,451,449,450,450,451
3372,452,452,443,444,452,452,449,451,450,451
3373,452,452,444,444,452,452,449,451,450,451
3374,452,451,443,444,452,452,449,450,450,451
3375,452,452,443,445,452,452,449,450,450,451
3376,452,452,443,444,451,452,449,450,450,452
3377,452,452,443,445,451,452,449,450,450,451
3378,451,452,444,444,451,452,449,450,450,452
3379,451,452,443,445,451,452,449,450,450,451
3380,451,452,444,444,451,452,449,450,450,451
3381,451,452,444,444,450,451,449,450,450,451
3382,451,452,444,444,451,452,450,449,450,451
3383,451,451,444,444,450,452,449,450,450,451
3384,451,451,444,445,450,452,449,450,450,451
3385,451,451,444,445,451,452,449,450,450,451
3386,451,451,444,444,451,451,449,450,450,451
3387,451,451,444,445,450,452,449,450,449,451
3388,451,451,444,445,451,451,449,450,449,451
3389,451,451,445,444,450,451,449,450,450,451
3390,452,451,445,445,450,451,448,450,450,451
3391,452,451,445,445,450,451,449,451,449,451
3392,451,451,445,445,451,451,449,450,449,451
3393,451,451,444,446,450,451,449,451,449,451
3394,451,451,445,445,450,452,449,451,450,451
3395,450,451,445,446,450,452,449,451,450,451
3396,450,451,445,446,450,451,449,451,450,451
3397,450,451,445,446,450,452,449,451,449,451
3398,450,451,445,446,450,452,449,451,450,451
3399,449,451,445,446,450,452,449,451,450,451
3400,449,451,445,446,449,452,449,451,450,451
3401,449,451,445,447,450,452,449,451,450,451
3402,448,451,446,447,450,452,449,451,450,451
3403,448,451,446,447,450,452,449,451,450,451
3404,448,451,446,447,450,452,449,451,450,451
3405,448,450,446,447,450,452,449,451,450,451
3406,448,450,446,447,450,452,449,450,450,451
3407,447,450,446,447,450,452,449,450,450,451
3408,447,450,446,447,450,452,449,451,450,451
3409,448,450,447,447,451,452,449,451,450,451
3410,448,450,446,447,451,452,449,450,450,451
3411,448,450,447,448,450,451,449,451,450,451
3412,448,450,447,447,451,451,449,451,450,451
3413,447,450,447,447,451,452,449,450,450,451
3414,448,450,448,447,451,451,449,451,451,451
3415,448,450,447,447,451,451,449,451,451,451
3416,448,450,447,447,451,451,449,451,451,451
3417,448,450,447,447,451,451,449,451,451,451
3418,448,450,447,447,451,451,449,451,451,451
3419,447,450,448,447,451,452,449,450,452,451
3420,448,450,448,447,451,452,449,451,452,451
3421,448,450,448,447,452,451,449,451,452,451
3422,448,450,447,448,452,451,449,451,452,451
3423,448,450,447,447,451,451,449,451,451,451
3424,448,450,447,447,451,451,449,451,451,451
3425,448,451,447,447,451,451,450,451,451,451
3426,448,451,447,447,451,451,449,451,451,451
3427,448,451,447,447,452,451,449,451,451,451
3428,448,451,447,447,451,451,449,451,451,451
3429,448,451,448,447,451,451,449,451,451,451
3430,448,451,448,447,451,450,450,450,451,450
3431,448,451,448,447,451,451,449,451,451,450
3432,448,451,448,447,451,451,449,451,451,451
3433,448,451,448,447,451,451,449,451,451,451
3434,448,451,448,447,451,451,449,451,451,451
3435,448,451,447,446,451,451,450,451,451,450
3436,448,451,447,446,451,450,449,451,451,450
3437,448,451,447,446,451,450,449,451,451,450
3438,448,451,448,446,451,451,449,451,451,450
3439,448,451,447,446,451,451,449,451,451,451
3440,449,451,447,446,451,450,449,451,451,450
3441,449,451,447,445,451,450,449,451,451,450
3442,448,452,447,445,451,450,450,451,451,450
3443,449,452,447,445,451,450,449,451,451,450
3444,449,451,448,445,451,450,449,451,451,451
3445,448,451,447,445,451,450,449,451,451,451
3446,449,451,447,446,451,450,449,451,452,451
3447,449,451,447,446,451,450,450,450,451,450
3448,448,451,447,446,451,450,449,451,451,451
3449,448,451,447,445,451,450,449,450,451,451
3450,448,450,447,446,451,450,449,451,451,451
3451,448,451,446,446,451,450,449,451,451,451
3452,448,451,447,446,451,450,449,451,451,451
3453,449,451,447,445,451,450,449,450,451,451
3454,448,451,446,445,451,450,450,450,451,451
3455,449,451,447,446,451,450,449,451,451,451
3456,448,451,447,445,451,450,449,450,451,451
3457,449,451,446,446,451,450,449,450,451,451
3458,449,451,446,446,451,450,449,450,451,451
3459,449,451,446,446,451,450,450,450,451,451
3460,449,451,446,446,451,450,449,450,450,451
3461,449,451,446,446,451,450,449,450,450,450
3462,449,450,446,446,451,450,449,450,450,450
3463,449,451,446,446,451,451,449,451,450,450
3464,449,451,446,446,451,451,449,451,450,449
3465,450,451,446,446,451,450,450,451,450,449
3466,449,451,446,446,450,451,449,451,450,449
3467,450,451,446,446,451,451,449,451,450,449
3468,450,451,447,447,451,451,450,451,450,449
3469,451,451,446,447,450,451,450,451,450,448
3470,451,451,446,447,450,451,450,451,450,448
3471,452,451,446,447,450,451,450,451,450,448
3472,452,451,447,447,450,451,450,451,450,448
3473,452,451,447,448,451,451,450,451,450,448
3474,453,451,447,447,451,451,449,451,450,447
3475,453,451,447,447,451,451,450,451,450,447
3476,453,451,447,447,450,451,450,451,450,447
3477,453,451,448,447,450,451,450,451,450,447
3478,453,451,447,447,450,451,450,452,450,447
3479,453,452,448,447,451,451,449,451,450,448
3480,452,451,448,447,451,451,450,451,450,448
3481,452,451,448,447,450,451,449,451,450,448
3482,451,451,448,447,450,450,450,451,451,448
3483,450,451,448,447,451,450,450,451,450,447
3484,449,451,448,447,451,450,449,451,450,447
3485,448,451,448,447,450,450,449,451,450,447
3486,448,451,448,447,450,450,449,451,450,448
3487,447,451,448,447,450,450,450,451,450,448
3488,447,451,448,447,450,450,450,451,450,448
3489,447,451,448,447,450,450,450,451,450,447
3490,447,452,448,447,450,450,450,451,450,447
3491,447,451,448,447,450,450,450,451,450,448
3492,446,452,448,448,450,450,450,451,450,448
3493,446,452,448,448,449,450,450,451,450,448
3494,446,451,447,447,449,450,451,451,450,448
3495,446,452,448,447,449,450,451,450,450,448
3496,446,452,448,447,449,450,451,451,449,448
3497,446,451,448,447,449,450,451,451,450,448
3498,446,451,448,447,449,450,451,451,450,448
3499,446,451,448,448,449,450,452,451,450,448
3500,446,451,448,448,449,450,452,450,450,448
3501,446,451,448,448,449,450,452,451,450,448
3502,446,452,448,447,449,450,452,451,450,448
3503,446,451,448,448,450,450,452,451,450,448
3504,446,451,448,447,449,450,451,451,450,448
3505,446,451,448,447,449,450,451,450,450,448
3506,446,451,448,448,449,451,451,451,450,448
3507,445,451,448,448,448,450,451,451,449,448
3508,445,451,448,448,449,450,451,451,450,448
3509,445,451,448,448,449,450,451,451,450,448
3510,445,451,448,448,448,450,451,451,450,449
3511,445,451,448,448,448,451,451,451,450,448
3512,445,452,448,448,448,451,451,451,450,448
3513,445,452,448,448,448,450,451,450,450,448
3514,445,452,448,448,447,450,451,450,450,448
3515,445,452,448,448,447,451,451,449,450,449
3516,445,452,448,448,447,451,450,449,450,449
3517,445,452,448,448,447,451,451,449,450,449
3518,445,452,448,448,447,451,450,449,450,449
3519,446,452,449,448,447,451,450,448,450,449
3520,446,452,449,448,448,451,451,448,450,449
3521,446,451,449,448,448,451,451,448,450,450
3522,446,451,449,448,447,451,450,448,450,449
3523,446,451,449,448,447,451,451,448,450,449
3524,447,451,449,448,447,451,451,447,450,449
3525,447,451,449,449,447,451,450,447,450,449
3526,447,451,449,448,447,451,451,447,450,449
3527,447,450,449,448,447,451,450,447,450,449
3528,447,451,449,448,446,451,451,447,450,449
3529,447,451,449,448,446,451,451,447,450,449
3530,447,451,450,448,446,451,451,447,450,449
3531,447,451,449,448,446,451,451,447,451,449
3532,447,451,450,448,446,451,451,448,450,449
3533,447,451,450,449,445,451,451,448,450,449
3534,447,451,449,448,445,451,451,448,450,449
3535,447,451,449,448,445,451,451,447,450,449
3536,447,451,449,448,444,451,451,447,450,449
3537,448,451,449,448,445,450,451,447,450,449
3538,448,451,449,448,444,451,451,447,450,450
3539,448,450,449,448,444,451,450,447,450,451
3540,448,451,449,447,444,451,451,448,450,451
3541,447,451,448,447,444,451,451,447,450,451
3542,448,450,449,448,444,451,451,448,450,452
3543,448,450,448,447,444,451,450,447,450,452
3544,448,449,449,447,444,451,451,447,450,452
3545,448,449,448,447,444,451,450,448,450,453
3546,448,449,448,447,444,451,451,448,451,453
3547,448,449,448,448,445,451,450,448,450,453
3548,449,448,448,448,444,451,451,447,450,452
3549,449,448,448,447,444,451,451,447,450,452
3550,449,448,448,447,444,451,450,447,450,449
3551,449,448,448,447,445,451,450,448,450,448
3552,449,448,448,447,445,450,450,448,450,447
3553,449,448,448,447,445,451,450,447,450,446
3554,450,447,448,448,445,450,450,448,450,446
3555,450,447,448,447,445,451,450,447,450,446
3556,450,447,448,447,445,451,450,447,450,445
3557,450,447,448,447,445,451,450,448,450,445
3558,450,448,448,447,445,450,450,448,450,445
3559,450,447,448,447,445,451,451,447,450,445
3560,450,447,448,448,445,451,450,447,450,445
3561,450,448,448,448,445,450,450,447,450,445
3562,450,447,448,448,445,450,450,447,450,445
3563,450,447,448,447,445,451,450,447,450,445
3564,450,448,448,447,445,451,450,448,450,445
3565,450,448,448,448,445,450,451,448,450,445
3566,450,448,448,448,445,450,450,447,450,445
3567,450,448,448,448,450,450,450,448,450,445
3568,450,448,448,448,450,450,450,447,450,445
3569,450,448,448,448,450,449,450,448,450,445
3570,450,448,448,448,450,449,450,448,450,445
3571,449,448,448,448,450,448,450,448,450,445
3572,449,447,447,449,449,447,450,448,450,445
3573,450,447,448,449,449,447,450,448,450,445
3574,450,447,448,448,449,447,450,448,450,445
3575,449,447,448,448,447,447,450,448,450,445
3576,449,448,448,448,446,447,450,448,450,445
3577,449,448,448,448,446,447,450,448,450,445
3578,449,448,448,448,445,447,450,448,450,445
3579,449,448,448,448,445,447,450,448,450,445
3580,449,448,448,448,444,447,450,447,450,446
3581,449,448,448,448,444,447,449,448,450,446
3582,449,447,448,448,443,447,449,448,450,445
3583,449,448,449,448,443,448,450,448,450,446
3584,449,448,448,448,444,448,449,448,450,445
3585,449,448,449,448,443,448,449,448,450,445
3586,448,448,448,448,443,448,450,448,450,446
3587,448,448,448,448,443,447,450,448,450,446
3588,448,448,449,448,443,447,450,448,450,446
3589,448,448,448,448,443,448,450,449,450,446
3590,448,449,448,448,443,448,449,449,450,446
3591,448,449,448,448,443,448,450,450,450,446
3592,448,449,448,448,443,448,450,451,450,447
3593,448,449,448,448,443,448,450,451,450,446
3594,448,449,448,448,443,448,450,451,450,446
3595,448,450,448,448,443,448,450,452,450,446
3596,448,449,448,448,443,448,450,452,450,446
3597,448,449,448,448,443,448,450,452,450,446
3598,448,449,448,448,443,448,450,452,450,446
3599,448,449,448,448,443,448,450,452,450,446
3600,448,449,448,448,443,448,450,451,450,446
3601,448,449,448,448,443,448,450,450,450,446
3602,448,448,449,448,443,448,450,450,450,446
3603,448,449,448,449,443,448,450,448,450,447
3604,448,449,448,448,443,448,450,448,450,446
3605,448,449,449,448,443,448,450,447,450,446
3606,448,449,449,448,443,448,450,446,451,446
3607,448,449,449,449,443,448,450,446,450,447
3608,449,448,449,449,443,448,450,445,451,447
3609,449,449,449,449,443,448,450,445,450,447
3610,449,449,449,449,443,448,450,445,450,447
3611,449,449,449,449,443,448,450,445,451,447
3612,449,449,449,449,443,448,450,445,450,448
3613,449,449,449,449,444,448,450,445,450,448
3614,449,450,449,449,444,448,450,444,450,448
3615,450,450,449,449,444,448,450,445,450,448
3616,450,451,449,449,444,448,450,445,450,448
3617,450,451,449,449,444,448,450,445,450,448
3618,450,452,449,449,444,448,450,445,449,448
3619,450,452,449,449,444,448,450,445,449,448
3620,450,453,449,448,444,448,450,445,448,448
3621,450,453,449,448,444,448,450,445,448,447
